acc10,arid1,evap,geo,im,plan,prof,rain,slope,tem,twi,greenup02,greenup03,greenup04,greenup05,greenup06,greenup07,greenup08,greenup09,greenup10,greenup11,midgreenup02,midgreenup03,midgreenup04,midgreenup05,midgreenup06,midgreenup07,midgreenup08,midgreenup09,midgreenup10,midgreenup11,maturity02,maturity03,maturity04,maturity05,maturity06,maturity07,maturity08,maturity09,maturity10,maturity11,peak02,peak03,peak04,peak05,peak06,peak07,peak08,peak09,peak10,peak11,sensence02,sensence03,sensence04,sensence05,sensence06,sensence07,sensence08,sensence09,sensence10,sensence11,midgreendown02,midgreendown03,midgreendown04,midgreendown05,midgreendown06,midgreendown07,midgreendown08,midgreendown09,midgreendown10,midgreendown11,dormancy02,dormancy03,dormancy04,dormancy05,dormancy06,dormancy07,dormancy08,dormancy09,dormancy10,dormancy11,evi_amplitude02,evi_amplitude03,evi_amplitude04,evi_amplitude05,evi_amplitude06,evi_amplitude07,evi_amplitude08,evi_amplitude09,evi_amplitude10,evi_amplitude11,evi_area02,evi_area03,evi_area04,evi_area05,evi_area06,evi_area07,evi_area08,evi_area09,evi_area10,evi_area11,evi_minimum02,evi_minimum03,evi_minimum04,evi_minimum05,evi_minimum06,evi_minimum07,evi_minimum08,evi_minimum09,evi_minimum10,evi_minimum11,numcycle02,numcycle03,numcycle04,numcycle05,numcycle06,numcycle07,numcycle08,numcycle09,numcycle10,numcycle11,evi0201,evi0301,evi0401,evi0501,evi0601,evi0701,evi0801,evi0901,evi1001,evi1101,evi0202,evi0302,evi0402,evi0502,evi0602,evi0702,evi0802,evi0902,evi1002,evi1102,evi0203,evi0303,evi0403,evi0503,evi0603,evi0703,evi0803,evi0903,evi1003,evi1103,evi0204,evi0304,evi0404,evi0504,evi0604,evi0704,evi0804,evi0904,evi1004,evi1104,evi0205,evi0305,evi0405,evi0505,evi0605,evi0705,evi0805,evi0905,evi1005,evi1105,evi0206,evi0306,evi0406,evi0506,evi0606,evi0706,evi0806,evi0906,evi1006,evi1106,evi0207,evi0307,evi0407,evi0507,evi0607,evi0707,evi0807,evi0907,evi1007,evi1107,soma,soc,lon,lat,FID
0.633570214,0.630472855,0.57327779,3,0.240125875,0.434787165,0.4633732,0.362430535,0.311841841,0.746850554,0.28612145,0.313402062,0.329896907,0.331958763,0.329896907,0.321649485,0.321649485,0.311340206,0.334020619,0.344329897,0.350515464,0.393814433,0.375257732,0.375257732,0.379381443,0.360824742,0.362886598,0.369072165,0.373195876,0.389690722,0.393814433,0.490721649,0.443298969,0.420618557,0.432989691,0.406185567,0.41443299,0.426804124,0.424742268,0.443298969,0.441237113,0.55257732,0.529896907,0.463917526,0.47628866,0.529896907,0.470103093,0.494845361,0.480412371,0.511340206,0.505154639,0.602061856,0.595876289,0.521649485,0.548453608,0.58556701,0.575257732,0.604123711,0.558762887,0.593814433,0.581443299,0.692783505,0.705154639,0.694845361,0.670103093,0.696907216,0.701030928,0.696907216,0.690721649,0.688659794,0.701030928,0.791752577,0.787628866,0.764948454,0.793814433,0.781443299,0.78556701,0.808247423,0.795876289,0.779381443,0.783505155,0.325384615,0.369358974,0.348589744,0.430897436,0.266025641,0.353974359,0.375897436,0.367948718,0.35474359,0.366410256,0.351453856,0.362831858,0.213653603,0.284450063,0.332490518,0.266750948,0.323640961,0.261694058,0.297092288,0.273072061,0.440479672,0.360924247,0.376425856,0.289265867,0.447206786,0.406844106,0.348054987,0.433460076,0.43843229,0.473237789,1.0,1,1,1,1,1,1.0,1,1,1.0,0.210323289,0.265090644,0.276608646,0.247324854,0.217887692,0.292690694,0.332758814,0.208653033,0.316252589,0.200678706,0.468265951,0.468265951,0.408910364,0.47218895,0.292337477,0.316383213,0.287043244,0.28672412,0.249356553,0.364147365,0.509827316,0.481785029,0.465682656,0.475101739,0.605429471,0.565413415,0.603035867,0.540299609,0.39680624,0.488644063,0.517692596,0.703399777,0.642524809,0.58164984,0.499333918,0.593758047,0.681849023,0.575185895,0.438240051,0.543634603,0.347671717,0.347671717,0.446376711,0.569395661,0.543057203,0.564106345,0.587048948,0.634073317,0.61842227,0.305405021,0.282931924,0.476707011,0.448353708,0.332171381,0.473895133,0.367620349,0.305913538,0.465454817,0.413082376,0.472158477,0.271625489,0.313151538,0.245029956,0.231339201,0.309140891,0.431395113,0.401951015,0.234606951,0.30610168,0.358561605,89.119543,51.69347042,118.693644,30.598112,541
0.79946114,0.679509632,0.877036192,3,0.134159656,0.429920089,0.490474072,0.186785182,0.058135888,0.84956536,0.153159865,0.305154639,0.348453608,0.344329897,0.334020619,0.317525773,0.315463918,0.319587629,0.329896907,0.360824742,0.336082474,0.354639175,0.387628866,0.379381443,0.383505155,0.371134021,0.362886598,0.383505155,0.379381443,0.410309278,0.381443299,0.449484536,0.439175258,0.441237113,0.474226804,0.47628866,0.453608247,0.459793814,0.439175258,0.486597938,0.424742268,0.525773196,0.517525773,0.486597938,0.542268041,0.562886598,0.58556701,0.519587629,0.488659794,0.554639175,0.472164948,0.579381443,0.575257732,0.571134021,0.591752577,0.616494845,0.639175258,0.58556701,0.550515464,0.622680412,0.583505155,0.694845361,0.680412371,0.688659794,0.686597938,0.707216495,0.731958763,0.709278351,0.684536082,0.717525773,0.696907216,0.8,0.804123711,0.8,0.781443299,0.810309278,0.886597938,0.820618557,0.816494845,0.826804124,0.804123711,0.336923077,0.356923077,0.296538462,0.432564103,0.285128205,0.302948718,0.376153846,0.353717949,0.298846154,0.312179487,0.369152971,0.310998736,0.211125158,0.422250316,0.367888748,0.452591656,0.342604298,0.256637168,0.304677623,0.206068268,0.326996198,0.339280491,0.398362094,0.310032173,0.438139807,0.379058204,0.276104124,0.436677391,0.370576192,0.407429073,1.0,1,1,1,1,1,1.0,1,1,1.0,0.268305898,0.292923212,0.220384628,0.242357925,0.23747696,0.231163241,0.224849522,0.227140486,0.312790453,0.23223868,0.393763632,0.375488371,0.475053996,0.3596057,0.306153506,0.30236125,0.438198328,0.413906008,0.421054721,0.391162336,0.333500385,0.50278908,0.452013105,0.576509595,0.439040065,0.543411374,0.560431361,0.648077607,0.506708523,0.483118296,0.577126801,0.490790144,0.404453486,0.526119575,0.647785664,0.471049279,0.438872039,0.4066948,0.597759545,0.609112263,0.419482201,0.584883451,0.417991728,0.450073093,0.545772091,0.343643904,0.279539973,0.605093241,0.585989535,0.448814854,0.326234072,0.448657751,0.509088755,0.367007196,0.328332156,0.382885282,0.452155828,0.451938465,0.451721102,0.418871611,0.196278557,0.201511845,0.311579973,0.318477884,0.266310543,0.20654726,0.146783978,0.24994722,0.283435583,0.311519057,41.85,24.274942,118.986411,30.878786,543
0.586194532,0.630472855,0.57203944,3,0.240575429,0.419136496,0.529094663,0.356365505,0.089769864,0.670227907,0.093102035,0.303092784,0.32371134,0.334020619,0.342268041,0.32371134,0.319587629,0.274226804,0.321649485,0.346391753,0.342268041,0.375257732,0.381443299,0.375257732,0.387628866,0.375257732,0.371134021,0.358762887,0.375257732,0.397938144,0.387628866,0.492783505,0.459793814,0.459793814,0.439175258,0.53814433,0.449484536,0.480412371,0.459793814,0.474226804,0.435051546,0.550515464,0.546391753,0.577319588,0.587628866,0.579381443,0.558762887,0.52371134,0.529896907,0.546391753,0.496907216,0.606185567,0.606185567,0.622680412,0.643298969,0.624742268,0.632989691,0.558762887,0.587628866,0.595876289,0.577319588,0.719587629,0.719587629,0.740206186,0.72371134,0.717525773,0.731958763,0.696907216,0.688659794,0.711340206,0.721649485,0.802061856,0.781443299,0.832989691,0.824742268,0.822680412,0.841237113,0.828865979,0.808247423,0.804123711,0.802061856,0.249487179,0.27474359,0.193333333,0.277820513,0.303076923,0.287051282,0.309487179,0.287564103,0.266538462,0.267820513,0.310998736,0.322376738,0.300884956,0.398230088,0.380530973,0.375474083,0.338811631,0.317319848,0.292035398,0.214917826,0.37496344,0.334308277,0.387247733,0.345715121,0.338110559,0.372331091,0.262942381,0.400116993,0.49078678,0.469435507,1.0,1,1,1,1,1,1.0,1,1,1.0,0.253492698,0.244178772,0.205767989,0.196485028,0.300746202,0.337374598,0.235610664,0.269494265,0.31310986,0.337966114,0.07167016,0.07167016,0.337491244,0.373602629,0.266345233,0.453794181,0.363716036,0.290633619,0.344624519,0.450092271,0.481620401,0.386517167,0.386011869,0.441813737,0.439835295,0.437856853,0.448446572,0.421251863,0.549038947,0.422253758,0.365185469,0.457333937,0.34704265,0.629222661,0.466570109,0.497424334,0.421342387,0.380455241,0.487421177,0.594387114,0.549632996,0.549632996,0.493298009,0.462700665,0.454156816,0.545980215,0.585997641,0.583391905,0.59389469,0.602275074,0.280917823,0.242919631,0.204921439,0.386927128,0.277140111,0.289940566,0.304564476,0.393405125,0.482245773,0.369058639,0.165037915,0.36100179,0.201946571,0.360857487,0.26066789,0.160478294,0.269218788,0.260636516,0.252054244,0.223047554,34.663197,20.10626276,118.723324,30.586706,546
0.855582642,0.642732049,0.867840413,3,0.162866868,0.435584679,0.549328011,0.257404319,0.029424825,0.930980004,0.286245377,0.268041237,0.334020619,0.348453608,0.327835052,0.325773196,0.319587629,0.298969072,0.32371134,0.354639175,0.32371134,0.428865979,0.404123711,0.408247423,0.408247423,0.422680412,0.408247423,0.406185567,0.410309278,0.426804124,0.404123711,0.519587629,0.498969072,0.480412371,0.494845361,0.498969072,0.529896907,0.501030928,0.501030928,0.496907216,0.494845361,0.567010309,0.548453608,0.52371134,0.558762887,0.534020619,0.602061856,0.540206186,0.548453608,0.55257732,0.540206186,0.632989691,0.591752577,0.573195876,0.620618557,0.587628866,0.66185567,0.589690722,0.618556701,0.657731959,0.593814433,0.721649485,0.711340206,0.742268041,0.750515464,0.717525773,0.758762887,0.746391753,0.731958763,0.762886598,0.72371134,0.795876289,0.806185567,0.828865979,0.835051546,0.830927835,0.865979381,0.841237113,0.81443299,0.857731959,0.828865979,0.250769231,0.290641026,0.291666667,0.317179487,0.330384615,0.292307692,0.369230769,0.353333333,0.264358974,0.383846154,0.300884956,0.290771176,0.235145386,0.335018963,0.280657396,0.381795196,0.340075853,0.332490518,0.251580278,0.350189633,0.20590816,0.164960515,0.200935946,0.124597836,0.135712197,0.1930389,0.102661597,0.194793799,0.238666277,0.134542264,1.0,1,1,1,1,1,1.0,1,1,1.0,0.256555825,0.231269568,0.217496112,0.20797582,0.171496794,0.263358444,0.172925666,0.202403307,0.245603293,0.180289805,0.385626793,0.385626793,0.349239528,0.298772782,0.304222792,0.309672803,0.316622704,0.390238881,0.341041108,0.317744911,0.310455233,0.375504494,0.355814666,0.499468476,0.45382309,0.45382309,0.480690062,0.507557034,0.496524155,0.496524155,0.398697644,0.502968416,0.47152245,0.552026391,0.479605973,0.452817068,0.566742003,0.621890545,0.544550955,0.542167634,0.439495325,0.422994703,0.466221377,0.527139485,0.488941044,0.460749567,0.570201695,0.463997573,0.441816002,0.545883834,0.242323339,0.348845869,0.310002238,0.352204829,0.349627644,0.316568941,0.413178891,0.354348555,0.295518219,0.364745736,0.196757972,0.187098667,0.160990104,0.235825211,0.22014375,0.226306096,0.197534159,0.200077415,0.191648543,0.249465436,18.596589,10.78688457,118.866077,30.793441,548
0.830244105,0.660245184,0.86794515,3,0.150407809,0.436666914,0.562324614,0.210106396,0.212480227,0.894219788,0.108839336,0.309278351,0.288659794,0.327835052,0.317525773,0.284536082,0.301030928,0.274226804,0.292783505,0.278350515,0.313402062,0.397938144,0.367010309,0.377319588,0.393814433,0.387628866,0.360824742,0.348453608,0.375257732,0.408247423,0.377319588,0.542268041,0.525773196,0.519587629,0.478350515,0.534020619,0.525773196,0.490721649,0.515463918,0.490721649,0.478350515,0.579381443,0.569072165,0.567010309,0.556701031,0.579381443,0.575257732,0.548453608,0.560824742,0.55257732,0.587628866,0.616494845,0.618556701,0.616494845,0.620618557,0.626804124,0.618556701,0.624742268,0.610309278,0.6,0.643298969,0.684536082,0.694845361,0.698969072,0.686597938,0.709278351,0.721649485,0.750515464,0.692783505,0.663917526,0.719587629,0.789690722,0.769072165,0.771134021,0.812371134,0.791752577,0.820618557,0.830927835,0.826804124,0.779381443,0.828865979,0.303333333,0.276923077,0.188076923,0.267179487,0.221410256,0.235512821,0.218461538,0.261538462,0.220512821,0.17974359,0.356510746,0.351453856,0.254108723,0.310998736,0.300884956,0.346396966,0.313527181,0.332490518,0.264222503,0.304677623,0.443404504,0.386370284,0.485522082,0.406551623,0.492249196,0.462123428,0.338988008,0.452179,0.445451887,0.47060544,1.0,1,1,1,1,1,1.0,1,1,1.0,0.253835648,0.295102894,0.280436903,0.320615143,0.367363632,0.1950811,0.239669725,0.328333527,0.312970445,0.297607362,0.406162471,0.379460782,0.315783024,0.400323898,0.353931695,0.473954052,0.465791643,0.468488872,0.410993457,0.357805237,0.505492866,0.517101437,0.528710008,0.525046825,0.512517631,0.442598358,0.372679085,0.524359792,0.405416191,0.49735117,0.570897877,0.428817838,0.557884216,0.601081908,0.472462296,0.529240668,0.483925626,0.457261115,0.512187123,0.559270382,0.468621552,0.491038144,0.513454735,0.594949961,0.536338985,0.534520939,0.560673892,0.471896321,0.56080687,0.56080687,0.260369634,0.361588508,0.422740519,0.358358353,0.425663054,0.483613253,0.451658934,0.413721308,0.375783682,0.377035141,0.25427562,0.325869977,0.296796411,0.312693998,0.283018857,0.294082016,0.29955098,0.249309212,0.392324746,0.350524098,35.229209,20.43457599,118.984937,30.83782,550
0.776958051,0.742556918,0.444805832,3,0.088497849,0.395495774,0.609141928,0.105331532,0.089225515,0.818688909,0.205493621,0.321649485,0.354639175,0.364948454,0.354639175,0.354639175,0.325773196,0.348453608,0.344329897,0.387628866,0.371134021,0.4,0.395876289,0.41443299,0.393814433,0.4,0.369072165,0.404123711,0.38556701,0.443298969,0.408247423,0.484536082,0.455670103,0.482474227,0.443298969,0.470103093,0.426804124,0.46185567,0.432989691,0.507216495,0.453608247,0.53814433,0.503092784,0.521649485,0.484536082,0.55257732,0.507216495,0.507216495,0.474226804,0.548453608,0.492783505,0.602061856,0.567010309,0.564948454,0.641237113,0.626804124,0.618556701,0.569072165,0.529896907,0.589690722,0.550515464,0.703092784,0.701030928,0.688659794,0.736082474,0.711340206,0.729896907,0.72371134,0.665979381,0.705154639,0.705154639,0.820618557,0.824742268,0.779381443,0.808247423,0.808247423,0.810309278,0.824742268,0.797938144,0.8,0.804123711,0.216153846,0.242820513,0.214358974,0.267820513,0.237692308,0.271666667,0.293589744,0.316282051,0.272820513,0.233589744,0.236409608,0.18710493,0.173198483,0.173198483,0.269279393,0.264222503,0.225031606,0.194690265,0.207332491,0.1517067,0.487276982,0.456858731,0.470312957,0.413278736,0.484644633,0.446329336,0.501023691,0.501023691,0.648142732,0.628546359,1.0,1,1,1,1,1,1.0,1,1,1.0,0.231759081,0.231759081,0.257267758,0.257450432,0.248761877,0.240073323,0.527445436,0.38646248,0.402968794,0.395484328,0.45209077,0.45209077,0.380252987,0.360442549,0.38547793,0.34484756,0.370207578,0.470796764,0.421054631,0.45068197,0.43614164,0.415652812,0.481906116,0.463107735,0.51041998,0.557732224,0.547653198,0.575078249,0.466176704,0.357275158,0.482457787,0.507941395,0.478852242,0.614841223,0.52144444,0.541147947,0.578061908,0.61497587,0.61497587,0.61497587,0.453671962,0.453671962,0.408800393,0.48135528,0.53627187,0.635937631,0.526431143,0.574329197,0.634975493,0.634975493,0.385364503,0.333280027,0.366306037,0.363665491,0.320888847,0.281852424,0.390495598,0.499138772,0.499138772,0.499138772,0.252438009,0.192849487,0.322379678,0.365442723,0.335796088,0.289774984,0.331867963,0.334705919,0.337543875,0.36494574,28.594519,16.58614791,119.553864,31.109147,560
0.619922831,0.633975482,0.585278361,3,0.238391882,0.404339989,0.577388858,0.353855154,0.361394047,0.724690949,0.130070231,0.311340206,0.346391753,0.336082474,0.336082474,0.329896907,0.334020619,0.280412371,0.327835052,0.356701031,0.358762887,0.38556701,0.393814433,0.379381443,0.38556701,0.373195876,0.375257732,0.371134021,0.375257732,0.4,0.395876289,0.482474227,0.453608247,0.439175258,0.439175258,0.515463918,0.443298969,0.439175258,0.441237113,0.463917526,0.443298969,0.548453608,0.503092784,0.544329897,0.542268041,0.571134021,0.505154639,0.498969072,0.554639175,0.55257732,0.503092784,0.612371134,0.610309278,0.624742268,0.618556701,0.622680412,0.571134021,0.577319588,0.604123711,0.606185567,0.577319588,0.717525773,0.715463918,0.72371134,0.707216495,0.709278351,0.690721649,0.725773196,0.694845361,0.717525773,0.705154639,0.806185567,0.802061856,0.841237113,0.789690722,0.795876289,0.820618557,0.830927835,0.806185567,0.797938144,0.797938144,0.216282051,0.281153846,0.266794872,0.355512821,0.224230769,0.302692308,0.315897436,0.303076923,0.233333333,0.310897436,0.270543616,0.218710493,0.312262958,0.391908976,0.309734513,0.261694058,0.290771176,0.370417193,0.261694058,0.230088496,0.480257385,0.435507458,0.396607195,0.355074583,0.489324364,0.481719801,0.324948815,0.470312957,0.556303013,0.556887979,1.0,1,1,1,1,1,1.0,1,1,1.0,0.156922296,0.324510932,0.215475023,0.234679312,0.214201286,0.331014395,0.222619638,0.262792498,0.342947245,0.33948186,0.42261523,0.344633222,0.431502491,0.317031562,0.283837765,0.269213498,0.296320945,0.281116486,0.320334256,0.316829234,0.456696302,0.563157737,0.561025798,0.447991163,0.552028835,0.548078001,0.544127166,0.593455434,0.486547098,0.580350816,0.502722681,0.48185581,0.505321145,0.450566888,0.395812631,0.576843381,0.590192407,0.603541434,0.591739357,0.588932514,-10.0,0.580103715,0.580103715,0.322700977,0.423476398,0.568898529,0.547044337,0.555026561,0.563008785,0.535701156,0.321753412,0.406651109,0.300266892,0.430302799,0.437988013,0.435030729,0.432073444,0.478481889,0.475095779,0.502805769,0.288700163,0.210473433,0.290610433,0.284846246,0.222819418,0.317704737,0.333462596,0.361840755,0.390218914,0.209703416,41.66,24.16473318,118.721139,30.602374,561
0.82355935,0.616462347,0.625905387,3,0.187399653,0.430690771,0.546521927,0.239391441,0.046776042,0.883152484,0.235398619,0.263917526,0.280412371,0.280412371,0.286597938,0.290721649,0.268041237,0.290721649,0.274226804,0.311340206,0.301030928,0.492783505,0.371134021,0.496907216,0.511340206,0.501030928,0.367010309,0.501030928,0.494845361,0.412371134,0.465979381,0.554639175,0.548453608,0.550515464,0.571134021,0.554639175,0.560824742,0.564948454,0.546391753,0.548453608,0.546391753,0.587628866,0.577319588,0.593814433,0.608247423,0.587628866,0.602061856,0.593814433,0.579381443,0.58556701,0.583505155,0.64742268,0.616494845,0.645360825,0.64742268,0.628865979,0.645360825,0.630927835,0.616494845,0.655670103,0.626804124,0.698969072,0.690721649,0.713402062,0.701030928,0.688659794,0.717525773,0.701030928,0.678350515,0.713402062,0.694845361,0.748453608,0.756701031,0.791752577,0.820618557,0.791752577,0.894845361,0.84742268,0.777319588,0.793814433,0.760824742,0.251410256,0.286923077,0.239487179,0.319871795,0.283333333,0.25025641,0.220769231,0.283974359,0.283589744,0.282948718,0.297092288,0.329962073,0.289506953,0.355246523,0.298356511,0.350189633,0.241466498,0.293299621,0.313527181,0.309734513,0.230184264,0.134542264,0.182217023,0.15443112,0.178707224,0.228429365,0.112898508,0.146534074,0.233109096,0.217315004,1.0,1,1,1,1,1,1.0,1,1,1.0,0.267268836,0.157056957,0.164914608,0.170938432,0.204482585,0.241113201,0.185940504,0.226099774,0.266259044,0.266259044,0.393861234,0.312423855,0.322276592,0.293991327,0.304593861,0.311309278,0.398151964,0.48499465,0.36472711,0.381792009,0.48258096,0.441220582,0.500392407,0.559564233,0.505900458,0.452236682,0.500066459,0.55916065,0.55916065,0.55916065,0.529085934,0.52873683,0.483759701,0.56805563,0.593037605,0.440684557,0.537605762,0.560228705,0.582851648,0.524933875,0.362413526,0.339029565,0.465957671,0.487487465,0.382320613,0.512537539,0.393363714,0.645071983,0.529594421,0.576827288,0.355226874,0.302194506,0.256828517,0.375265509,0.390159845,0.268020779,0.363464206,0.463427037,0.334968925,0.361322209,0.246077299,0.197644755,0.200374246,0.204592817,0.221212834,0.149383157,0.18007794,0.285126507,0.310494512,0.334391326,24.328627,14.1117326,119.435622,30.831958,562
0.799434616,0.670753065,0.877124079,3,0.141480958,0.431237851,0.603751285,0.200351576,0.096655243,0.849948001,0.379223466,0.292783505,0.325773196,0.311340206,0.321649485,0.313402062,0.298969072,0.296907216,0.311340206,0.356701031,0.290721649,0.418556701,0.371134021,0.367010309,0.377319588,0.362886598,0.358762887,0.367010309,0.369072165,0.406185567,0.373195876,0.513402062,0.455670103,0.457731959,0.453608247,0.529896907,0.468041237,0.449484536,0.443298969,0.484536082,0.420618557,0.571134021,0.544329897,0.519587629,0.564948454,0.583505155,0.569072165,0.52371134,0.540206186,0.550515464,0.474226804,0.612371134,0.610309278,0.61443299,0.628865979,0.628865979,0.635051546,0.595876289,0.6,0.612371134,0.567010309,0.686597938,0.701030928,0.717525773,0.709278351,0.711340206,0.72371134,0.717525773,0.701030928,0.701030928,0.719587629,0.808247423,0.802061856,0.841237113,0.806185567,0.830927835,0.835051546,0.81443299,0.828865979,0.820618557,0.8,0.281282051,0.292435897,0.258205128,0.303974359,0.259487179,0.322564103,0.308589744,0.321410256,0.272435897,0.263717949,0.343868521,0.341340076,0.292035398,0.391908976,0.385587863,0.443742099,0.333754741,0.369152971,0.286978508,0.218710493,0.345422638,0.323778883,0.298625329,0.300965195,0.390465048,0.28955835,0.262649898,0.387247733,0.412986253,0.375840889,1.0,1,1,1,1,1,1.0,1,1,1.0,0.21854645,0.289141923,0.283844739,0.278547555,0.216237187,0.18178758,0.245602876,0.350734442,0.336467296,0.350625157,0.377488568,0.377488568,0.329003036,0.325434059,0.308224797,0.338477939,0.302392453,0.413412869,0.436190635,0.345528454,0.549857795,0.549857795,0.331067592,0.554762661,0.450457662,0.587240577,0.465944976,0.619678855,0.416416725,0.450338811,0.551242828,0.461769402,0.436527044,0.472854659,0.509182274,0.589804292,0.552030444,0.607992113,0.583584964,0.559177816,0.537685215,0.537685215,0.495692164,0.501856133,0.508020103,0.411333238,0.534513772,0.544423923,0.554334074,0.431013882,0.368862987,0.301740885,0.312317982,0.347290844,0.370506883,0.340266258,0.216592386,0.365653276,0.398760378,0.43186748,0.313043475,0.21854277,0.19114475,0.346611589,0.284113839,0.221616089,0.228187919,0.228799239,0.27577585,0.313557178,16.923158,9.816216937,118.971412,30.858145,563
0.832315148,0.616462347,0.64871906,3,0.184317,0.432536235,0.543051242,0.235684103,0.029455869,0.895541654,0.199008675,0.321649485,0.348453608,0.348453608,0.340206186,0.379381443,0.321649485,0.317525773,0.348453608,0.362886598,0.348453608,0.41443299,0.406185567,0.441237113,0.404123711,0.472164948,0.449484536,0.408247423,0.420618557,0.430927835,0.426804124,0.517525773,0.546391753,0.544329897,0.488659794,0.534020619,0.531958763,0.517525773,0.540206186,0.52371134,0.527835052,0.569072165,0.579381443,0.58556701,0.536082474,0.573195876,0.571134021,0.577319588,0.58556701,0.577319588,0.558762887,0.61443299,0.61443299,0.630927835,0.589690722,0.616494845,0.616494845,0.637113402,0.639175258,0.618556701,0.593814433,0.694845361,0.703092784,0.698969072,0.707216495,0.686597938,0.740206186,0.73814433,0.727835052,0.721649485,0.690721649,0.816494845,0.787628866,0.837113402,0.835051546,0.837113402,0.882474227,0.843298969,0.822680412,0.837113402,0.849484536,0.302435897,0.198205128,0.232692308,0.274358974,0.291794872,0.276410256,0.378076923,0.306923077,0.203974359,0.257435897,0.332490518,0.243994943,0.259165613,0.264222503,0.231352718,0.289506953,0.407079646,0.324905183,0.233881163,0.237673831,0.303597543,0.298625329,0.243346008,0.233109096,0.217607488,0.192161451,0.157355952,0.26469728,0.272301843,0.322023984,1.0,1,1,1,1,1,1.0,1,1,1.0,-10.0,0.217432737,0.217432737,0.242851406,0.255124599,0.236062482,0.222239494,0.264817595,0.255453199,0.244171694,0.430010587,0.400289685,0.316610128,0.321334556,0.303187959,0.285041362,0.376886338,0.363392413,0.359048523,0.354704633,0.431968383,0.431968383,0.452354878,0.388618529,0.451041579,0.506540596,0.562039614,0.542542279,0.365281373,0.500862598,0.570121944,0.479175389,0.516544342,0.556159794,0.595775247,0.494077235,0.513212144,0.472211123,0.431210101,0.590362787,0.494382441,0.494382441,0.409961969,0.491876766,0.573791564,0.407844424,0.545831859,0.572502315,0.423460066,0.481371582,0.310347497,0.366277725,0.376362562,0.366846293,0.357116282,0.292521447,0.21135138,0.24656716,0.35065183,0.331120849,0.229660653,0.206183642,0.230960816,0.202241525,0.194833025,0.203446098,0.21205917,0.221149266,0.257652372,0.297032565,15.933386,9.242103248,119.367201,30.913926,564
0.857117894,0.6882662,0.854327256,3,0.12606769,0.428721581,0.533377634,0.252275557,0.020900905,0.93129074,0.178645187,0.33814433,0.346391753,0.319587629,0.342268041,0.346391753,0.329896907,0.32371134,0.33814433,0.346391753,0.342268041,0.453608247,0.453608247,0.439175258,0.41443299,0.432989691,0.439175258,0.437113402,0.428865979,0.418556701,0.393814433,0.525773196,0.525773196,0.507216495,0.562886598,0.498969072,0.573195876,0.519587629,0.52371134,0.484536082,0.618556701,0.564948454,0.562886598,0.542268041,0.604123711,0.55257732,0.612371134,0.579381443,0.587628866,0.616494845,0.66185567,0.612371134,0.606185567,0.64742268,0.643298969,0.628865979,0.653608247,0.639175258,0.641237113,0.67628866,0.696907216,0.711340206,0.703092784,0.731958763,0.740206186,0.731958763,0.777319588,0.742268041,0.715463918,0.767010309,0.748453608,0.826804124,0.812371134,0.812371134,0.835051546,0.863917526,0.913402062,0.826804124,0.830927835,0.841237113,0.859793814,0.212820513,0.212051282,0.202948718,0.282435897,0.272564103,0.161410256,0.350897436,0.273205128,0.184102564,0.237179487,0.214917826,0.206068268,0.198482933,0.337547408,0.259165613,0.249051833,0.366624526,0.314791403,0.299620733,0.410872314,0.198011114,0.248318222,0.247733255,0.213512723,0.233986546,0.215852588,0.102661597,0.236326411,0.276396607,0.326703715,1.0,1,1,1,1,1,1.0,1,1,1.0,0.257922292,0.263607055,0.224094823,0.184582591,0.252730042,0.201559603,0.191250578,0.205015741,0.250389531,0.275856018,0.319987804,0.28938821,0.299030244,0.320235372,0.261290193,0.245201156,0.380292624,0.359960377,0.316544533,0.4201563,0.472805202,0.518792152,0.366764218,0.523973584,0.465697825,0.420012116,0.420900658,0.421789199,0.421551287,0.491489828,0.445914507,0.575577348,0.460129306,0.488751724,0.36355558,0.490735382,0.442355812,0.427634776,0.41291374,0.442586869,0.456422895,0.548133552,0.401537329,0.470805526,0.526592016,0.471105635,0.51041162,0.537710667,0.459232032,0.465049326,0.295181811,0.318594217,0.309414536,0.296876758,0.362862408,0.349441797,0.343052536,0.321734995,0.311848372,0.356007278,0.167366207,0.228704713,0.259511203,0.235210404,0.241274402,0.221296132,0.228767946,0.223866373,0.266219974,0.081013404,12.539406,7.273437355,118.620189,30.904938,569
